Time, acc_x, acc_y, acc_y, altitude, MPU_x,  MPU_y, MPU_z, 
1939960, 0.30,  -0.34,  0.80,  6446.08,  0.32,  -0.57,  0.74,  
1940961, 0.28,  -0.34,  0.80,  6447.98,  0.31,  -0.57,  0.74,  
1941961, 0.28,  -0.34,  0.77,  6450.66,  0.31,  -0.58,  0.72,  
1943961, 0.30,  -0.34,  0.75,  6454.29,  0.31,  -0.57,  0.69,  
1944961, 0.30,  -0.37,  0.73,  6456.13,  0.33,  -0.62,  0.68,  
1945961, 0.30,  -0.35,  0.78,  6457.85,  0.33,  -0.59,  0.74,  
1946961, 0.30,  -0.36,  0.77,  6459.68,  0.32,  -0.60,  0.72,  
1947961, 0.30,  -0.35,  0.77,  6462.61,  0.32,  -0.59,  0.72,  
1948961, 0.31,  -0.35,  0.74,  6465.42,  0.33,  -0.60,  0.69,  
1949961, 0.30,  -0.30,  0.78,  6467.01,  0.32,  -0.53,  0.72,  
1950961, 0.30,  -0.31,  0.78,  6468.84,  0.32,  -0.54,  0.73,  
1951962, 0.31,  -0.35,  0.77,  6470.90,  0.33,  -0.60,  0.71,  
1953961, 0.28,  -0.32,  0.81,  6474.59,  0.30,  -0.56,  0.75,  
1954961, 0.27,  -0.34,  0.78,  6476.88,  0.29,  -0.58,  0.73,  
1955961, 0.28,  -0.34,  0.75,  6479.42,  0.30,  -0.58,  0.71,  
1956962, 0.30,  -0.31,  0.78,  6481.42,  0.32,  -0.55,  0.73,  
1958962, 0.31,  -0.32,  0.78,  6485.81,  0.32,  -0.56,  0.73,  
1959961, 0.33,  -0.28,  0.82,  6487.90,  0.34,  -0.52,  0.77,  
1960962, 0.28,  -0.32,  0.80,  6489.92,  0.31,  -0.56,  0.73,  
1961961, 0.36,  -0.25,  0.87,  6492.25,  0.34,  -0.46,  0.82,  
1963962, 0.34,  -0.31,  0.78,  6496.01,  0.35,  -0.55,  0.73,  
1964961, 0.31,  -0.34,  0.77,  6498.10,  0.33,  -0.57,  0.72,  
1965962, 0.30,  -0.34,  0.78,  6500.01,  0.33,  -0.58,  0.73,  
1966961, 0.28,  -0.35,  0.77,  6502.40,  0.32,  -0.59,  0.71,  
1967962, 0.28,  -0.35,  0.77,  6504.76,  0.31,  -0.59,  0.71,  
1968962, 0.28,  -0.35,  0.75,  6506.12,  0.31,  -0.58,  0.70,  
1969961, 0.31,  -0.35,  0.75,  6507.35,  0.33,  -0.59,  0.70,  
1970962, 0.30,  -0.36,  0.74,  6509.20,  0.33,  -0.61,  0.70,  
1971961, 0.31,  -0.31,  0.81,  6511.18,  0.33,  -0.54,  0.75,  
1972962, 0.33,  -0.30,  0.81,  6513.55,  0.34,  -0.52,  0.74,  
1973961, 0.34,  -0.30,  0.82,  6514.97,  0.34,  -0.53,  0.77,  
1974962, 0.31,  -0.28,  0.84,  6518.31,  0.33,  -0.51,  0.77,  
1975962, 0.33,  -0.32,  0.78,  6520.67,  0.33,  -0.55,  0.73,  
1976962, 0.30,  -0.34,  0.74,  6522.88,  0.32,  -0.59,  0.68,  
1977962, 0.28,  -0.30,  0.78,  6524.63,  0.30,  -0.55,  0.72,  
1978961, 0.27,  -0.36,  0.77,  6526.60,  0.31,  -0.60,  0.71,  
1979962, 0.28,  -0.39,  0.75,  6528.71,  0.31,  -0.63,  0.70,  
1980962, 0.30,  -0.35,  0.80,  6530.44,  0.32,  -0.58,  0.75,  
1981963, 0.31,  -0.35,  0.78,  6532.49,  0.34,  -0.60,  0.73,  
1982962, 0.30,  -0.32,  0.80,  6534.87,  0.32,  -0.56,  0.74,  
1983962, 0.30,  -0.34,  0.77,  6537.68,  0.32,  -0.58,  0.71,  
1984962, 0.28,  -0.32,  0.75,  6540.11,  0.31,  -0.58,  0.70,  
1985963, 0.27,  -0.32,  0.78,  6542.57,  0.30,  -0.56,  0.73,  
1986962, 0.30,  -0.35,  0.75,  6544.08,  0.32,  -0.57,  0.71,  
1988962, 0.31,  -0.35,  0.77,  6548.83,  0.33,  -0.59,  0.72,  
1989962, 0.30,  -0.35,  0.78,  6550.89,  0.32,  -0.59,  0.71,  
1990963, 0.31,  -0.35,  0.75,  6552.65,  0.34,  -0.60,  0.71,  
1991961, 0.30,  -0.35,  0.75,  6555.41,  0.33,  -0.59,  0.70,  
1993962, 0.28,  -0.35,  0.75,  6560.09,  0.31,  -0.59,  0.69,  
1994962, 0.30,  -0.34,  0.77,  6561.51,  0.32,  -0.57,  0.71,  
1995963, 0.30,  -0.32,  0.78,  6563.79,  0.32,  -0.56,  0.73,  
1996962, 0.30,  -0.34,  0.78,  6565.74,  0.33,  -0.58,  0.72,  
1998962, 0.30,  -0.36,  0.74,  6569.32,  0.33,  -0.61,  0.70,  
1999963, 0.30,  -0.35,  0.78,  6572.00,  0.32,  -0.59,  0.73,  
2000963, 0.30,  -0.35,  0.78,  6574.52,  0.32,  -0.58,  0.73,  
2001963, 0.31,  -0.35,  0.78,  6576.67,  0.33,  -0.58,  0.71,  
2003962, 0.30,  -0.31,  0.75,  6581.40,  0.32,  -0.56,  0.69,  
2004963, 0.30,  -0.32,  0.73,  6583.19,  0.32,  -0.56,  0.68,  
2005962, 0.28,  -0.34,  0.74,  6584.63,  0.32,  -0.58,  0.68,  
2006963, 0.28,  -0.35,  0.77,  6585.94,  0.32,  -0.59,  0.71,  
