Time, x, y, z, temperature, BMP_altitude, BMP_temperature, BMP_pressure, Humidity, MPU_acc_x, MPU_acc_y, MPU_acc_z, GYRO_x, GYRO_y, GYRO_z, MAG_x, MAG_y, MAG_z, MPX_pressure
176346,0.08,0.19,0.98,2.71,293.9,29.23,98979.05,88.31,0.1,0.08,0.97,-1.71,2.32,0,51.06,-43.03,71.2,31.47
177346,0.08,0.19,0.98,2.71,293.91,29.23,98978.89,88.26,0.1,0.08,0.98,-1.65,2.44,-0.3,49.88,-43.03,70.05,31.47
178347,0.08,0.19,0.98,2.71,293.98,29.24,98978.06,88.26,0.1,0.08,0.97,-1.46,2.13,-0.18,49.88,-43.03,68.91,31.47
179346,0.08,0.19,0.98,2.71,293.85,29.25,98979.64,88.41,0.1,0.08,0.98,-1.65,2.2,0.06,52.25,-44.23,71.2,31.47
180346,0.14,0.05,0.87,2.71,293.93,29.25,98978.63,88.24,0.18,-0.12,0.89,-8.05,-32.32,34.82,65.31,-45.42,71.2,31.47
181346,0.31,0.08,0.96,2.71,294.42,29.25,98972.89,88.26,0.34,-0.05,0.96,13.48,25.85,35.61,68.87,-66.94,57.42,31.47
182346,0.1,0.2,0.88,2.72,294.44,29.26,98972.61,88.29,0.12,0.08,0.86,-22.13,8.17,-8.29,49.88,-49.01,70.05,31.47
183347,0.28,0.22,0.94,2.72,294.67,29.26,98969.89,88.29,0.3,0.09,0.93,3.54,11.52,-12.56,48.69,-60.96,60.87,31.47
184346,0.22,0.24,0.89,2.72,294.41,29.27,98973,88.24,0.24,0.13,0.9,-9.94,12.87,-8.48,36.81,-51.4,64.31,31.43
185285,0.1,-0.36,0.84,2.72,295.1,29.28,98964.6,88.27,0.06,-0.45,1.02,-6.77,14.94,-28.35,98.56,-32.27,63.16,31.47
186287,-0.02,-0.14,0.99,2.71,294.68,29.28,98969.79,88.23,-0.06,-0.29,1.08,64.21,-7.32,-46.22,84.31,-35.86,70.05,31.47
187286,0.02,-0.01,1.15,2.71,294.96,29.31,98966.57,88.26,-0.03,-0.12,1.12,1.77,16.65,8.9,62.94,-37.05,73.5,31.47
188282,-0.01,0.08,0.98,2.71,292.52,29.32,98997.85,88.26,0,-0.11,0.97,-19.57,-1.4,-15,42.75,-39.45,68.91,31.47
189283,0.13,0.09,0.95,2.71,294.07,29.37,98976.98,88.24,0.14,-0.05,1.02,7.13,-0.49,2.32,49.88,-41.84,68.91,31.47
190730,0.14,0.04,0.89,2.71,295.13,29.44,98964.53,88.26,0.2,-0.1,0.96,-23.41,-26.28,-2.8,57,-46.62,68.91,31.47
191730,0.21,0.11,0.84,2.71,295.11,29.4,98964.72,88.24,0.27,-0.01,0.83,46.71,3.05,30.12,57,-46.62,64.31,31.47
192730,0.14,0.14,0.95,2.71,295.2,29.39,98963.74,88.26,0.17,0,0.96,11.1,4.94,0.73,62.94,-50.2,67.76,31.47
193730,0.14,0.11,0.99,2.72,295.23,29.4,98963.35,88.22,0.17,0,0.98,-23.11,16.52,2.2,61.75,-51.4,66.61,31.47
194729,0.1,0.15,0.96,2.72,295.29,29.4,98962.02,88.23,0.12,0.04,0.98,-12.99,8.05,17.99,60.56,-43.03,70.05,31.47
195730,0.1,0.05,1.02,2.72,295.26,29.4,98962.98,88.22,0.11,-0.07,1.04,17.93,-0.18,-10.91,60.56,-44.23,68.91,31.47
196730,0.04,0.05,0.95,2.72,295.46,29.4,98960.66,88.23,0.06,-0.09,0.96,-7.38,6.52,-1.71,62.94,-43.03,70.05,31.47
197730,0.04,0.06,0.98,2.72,295.32,29.4,98962.22,88.22,0.06,-0.08,0.98,-1.77,1.34,-6.46,60.56,-39.45,72.35,31.47
198730,0.02,0.06,0.98,2.72,295.2,29.41,98963.71,88.23,0.04,-0.08,0.98,-5.61,-0.3,6.52,57,-37.05,71.2,31.47
199730,0.01,0.06,0.95,2.72,295.32,29.41,98962.24,88.23,0.03,-0.07,0.95,1.4,0.67,-3.41,59.38,-35.86,73.5,31.47
200730,0.02,0.06,0.95,2.72,295.13,29.41,98964.49,88.22,0.05,-0.06,0.94,-4.63,-7.93,12.01,55.81,-37.05,72.35,31.47
201731,0.08,0,0.96,2.72,295.26,29.42,98963.33,88.26,0.11,-0.16,0.96,-22.5,-9.82,3.35,61.75,-35.86,73.5,31.47
202730,0.02,0.08,0.96,2.72,295.32,29.43,98962.25,88.23,0.05,-0.06,0.97,23.05,-7.99,-2.38,61.75,-37.05,75.8,31.47
203730,0.08,0.09,0.99,2.72,294.61,29.44,98970.64,88.22,0.11,-0.02,0.99,-6.71,8.72,22.44,48.69,-39.45,73.5,31.47
204730,0.13,0.14,1.06,2.72,295.23,29.46,98963.3,88.22,0.14,0.06,1.03,-4.57,5.49,-11.52,46.31,-40.64,70.05,31.43
205730,0.07,0.09,1.02,2.72,295.01,29.47,98965.96,88.24,0.08,0,1,14.63,16.71,6.83,51.06,-35.86,71.2,31.47
206731,0.02,0.2,0.99,2.72,295.25,29.47,98963.07,88.23,0.04,0.1,0.99,-2.5,1.46,3.29,41.56,-35.86,70.05,31.47
207730,-0.02,0.26,0.94,2.72,294.99,29.48,98966.22,88.2,-0.01,0.15,0.94,5.61,10.43,-3.23,38,-39.45,68.91,31.47
208731,0.01,0.14,0.98,2.72,295.09,29.48,98966.98,88.2,0.03,0.01,0.98,-3.54,5.37,-15.43,51.06,-40.64,70.05,31.47
209730,-0.02,0.11,0.92,2.72,295.19,29.49,98963.82,88.23,0,-0.02,0.94,-4.76,1.65,3.84,48.69,-38.25,72.35,31.47
210731,0.02,0.11,0.98,2.72,295.17,29.49,98964.03,88.23,0.04,-0.02,0.99,4.57,13.05,1.22,52.25,-45.42,71.2,31.43
211731,0.07,0.14,1.03,2.72,294.83,29.5,98968.1,88.19,0.08,0.01,1.03,-6.59,-5.79,5.98,47.5,-40.64,71.2,31.43
212730,0.02,0.13,0.98,2.72,295.11,29.51,98964.81,88.2,0.05,0,0.98,-8.35,0.67,3.05,52.25,-41.84,70.05,31.47
213731,0.04,0.1,0.98,2.72,294.62,29.52,98970.57,88.19,0.06,-0.02,0.98,0.18,3.72,-0.91,51.06,-37.05,71.2,31.47
214730,0.04,0.11,0.98,2.72,294.87,29.54,98967.58,88.19,0.05,-0.01,0.97,-4.15,4.27,2.5,51.06,-40.64,71.2,31.47
215731,0.01,0.1,0.98,2.72,294.23,29.55,98973.82,88.2,0.04,-0.02,0.98,-0.85,1.34,-0.67,51.06,-39.45,73.5,31.43
216730,0.04,0.13,0.99,2.72,294.86,29.57,98967.73,88.19,0.05,0,0.98,0.73,2.07,1.22,49.88,-37.05,74.65,31.43
217731,0.04,0.13,0.98,2.72,294.88,29.57,98967.42,88.19,0.05,0,0.98,-5.37,-0.06,5.85,49.88,-38.25,72.35,31.47
218731,0.02,0.15,0.96,2.72,295.16,29.57,98964.19,88.19,0.04,0.03,0.96,-1.4,3.78,0.98,52.25,-39.45,72.35,31.51
219730,0.04,0.15,0.99,2.72,295.32,29.57,98962.27,88.19,0.05,0.03,0.99,-0.91,0.55,-1.89,51.06,-38.25,72.35,31.47
220731,0.08,0.14,1.02,2.72,294.96,29.58,98966.5,88.23,0.1,0.03,1.01,-7.93,-2.8,-4.57,49.88,-40.64,71.2,31.47
221730,0.05,0.15,0.96,2.72,295.1,29.58,98964.85,88.19,0.07,0.04,0.96,-1.65,0.12,5.49,53.44,-40.64,68.91,31.47
222731,0.05,0.15,0.98,2.72,295.07,29.59,98965.75,88.19,0.08,0.03,0.98,4.7,4.02,0,57,-43.03,70.05,31.43
223731,0.05,0.11,0.98,2.72,295.07,29.59,98965.19,88.17,0.08,-0.01,0.99,-8.23,2.13,1.83,57,-39.45,71.2,31.47
224731,0.1,0.14,0.99,2.72,295.08,29.59,98965.11,88.22,0.11,0.03,1,-4.45,1.4,-3.41,55.81,-43.03,71.2,31.47
225731,0.07,0.11,0.96,2.72,295.11,29.6,98964.83,88.17,0.09,-0.02,0.96,-0.98,2.01,1.71,58.19,-41.84,71.2,31.47
226731,0.16,0.06,1.01,2.72,295.06,29.6,98965.36,88.22,0.17,-0.07,1,-4.57,-8.17,-3.23,58.19,-43.03,68.91,31.47
227731,0.27,0.02,1.01,2.72,295,29.61,98966.05,88.22,0.29,-0.1,1.02,-13.29,0.79,-8.66,59.38,-45.42,68.91,31.47
228731,0.04,0.04,0.95,2.72,295.1,29.61,98964.89,88.17,0.06,-0.11,0.96,-1.28,-6.28,16.16,58.19,-44.23,71.2,31.47
229731,0.04,0.09,0.91,2.72,295.21,29.61,98963.61,88.22,0.06,-0.05,0.93,-2.99,18.96,-12.07,57,-41.84,70.05,31.47
230731,0.01,0.02,1.16,2.72,294.93,29.63,98966.88,88.19,0.03,-0.09,1.15,12.13,-16.83,-1.4,53.44,-39.45,72.35,31.47
231731,0.04,0.1,0.92,2.72,294.73,29.63,98969.26,88.19,0.06,-0.02,0.95,-1.71,10.61,5.91,46.31,-40.64,72.35,31.47
232731,0.11,0.13,0.94,2.72,294.56,29.65,98971.21,88.23,0.14,0.03,0.97,-13.17,-3.35,4.33,47.5,-41.84,68.91,31.47
233732,0.13,0.08,0.92,2.72,295.01,29.65,98965.91,88.19,0.16,-0.07,0.94,3.54,18.9,-20.37,48.69,-41.84,71.2,31.51
234731,0.05,0.09,0.92,2.72,294.96,29.66,98966.56,88.19,0.08,-0.07,0.93,-6.04,3.96,4.88,47.5,-43.03,68.91,31.51
235731,-0.04,-0.1,0.77,2.72,295.21,29.66,98963.63,88.22,0.01,-0.3,0.77,-12.2,-13.6,-2.2,76,-29.88,72.35,31.51
236731,0.13,-0.21,0.71,2.72,295.15,29.66,98964.27,88.22,0.16,-0.4,0.78,25.73,-54.39,-16.04,71.25,-35.86,71.2,31.51
237731,0.13,-0.21,0.84,2.72,294.97,29.67,98966.41,88.19,0.16,-0.43,0.77,-4.82,20.24,-28.29,78.37,-47.81,66.61,31.47
238732,-0.02,-0.14,0.82,2.72,294.96,29.67,98966.53,88.19,0.01,-0.34,0.84,-9.33,13.23,-1.4,91.44,-41.84,62.02,31.47
239731,-0.1,0.06,0.92,2.72,294.97,29.67,98966.37,88.17,-0.08,-0.07,0.93,-12.32,-33.9,7.74,58.19,-35.86,70.05,31.47
240732,-0.04,0,0.8,2.72,295.14,29.68,98965.29,88.22,-0.01,-0.14,0.79,39.88,40.98,-12.07,61.75,-26.3,74.65,31.47
241731,0.01,0.15,0.94,2.72,294.74,29.68,98969.2,88.19,0.04,0.04,0.94,-7.2,-16.95,-18.54,34.44,-22.71,73.5,31.47
242732,0.05,0.17,0.99,2.72,294.76,29.69,98968.85,88.17,0.08,0.08,1.01,-24.7,20.79,5.98,26.12,-25.1,67.76,31.47
243732,0.05,0.19,1.05,2.72,295.01,29.69,98965.91,88.17,0.06,0.09,1.03,-0.37,9.21,8.9,26.12,-39.45,67.76,31.47
244731,0.14,0.23,0.98,2.72,294.58,29.7,98971.03,88.19,0.16,0.13,0.95,14.39,22.38,-2.32,27.31,-44.23,63.16,31.47
245732,0.18,0.27,0.92,2.72,294.53,29.71,98971.64,88.16,0.2,0.16,0.91,-46.04,-25.85,17.26,35.63,-50.2,64.31,31.47
246731,0.34,-0.03,0.75,2.72,294.71,29.71,98969.5,88.16,0.37,-0.18,0.78,3.48,47.62,-19.21,54.63,-60.96,63.16,31.47
247732,0.14,0.02,1.03,2.72,294.66,29.71,98970.03,88.2,0.18,-0.1,1.06,69.7,-27.26,49.57,53.44,-38.25,70.05,31.47
248731,0.18,0.01,0.95,2.72,294.8,29.72,98968.47,88.17,0.21,-0.14,0.96,14.63,-0.3,-1.52,57,-50.2,63.16,31.47
249732,0.27,0.06,0.95,2.72,295,29.72,98966.07,88.17,0.3,-0.07,0.96,8.05,-4.76,4.82,58.19,-57.38,65.46,31.47
250732,0.19,0.02,0.95,2.72,295,29.72,98966.07,88.16,0.22,-0.1,0.96,-4.51,1.59,1.22,59.38,-50.2,67.76,31.47
251731,0.16,0.06,0.98,2.72,295.16,29.72,98964.14,88.17,0.19,-0.07,0.98,-1.28,-2.99,-2.26,57,-49.01,67.76,31.47
252732,0.14,0.01,0.95,2.72,294.97,29.73,98966.44,88.2,0.17,-0.12,0.96,3.54,8.84,3.29,57,-50.2,70.05,31.47
253731,0.11,0.01,0.96,2.72,294.99,29.74,98966.12,88.22,0.15,-0.13,0.97,-1.65,-2.07,2.07,59.38,-45.42,67.76,31.47
254732,0.11,-0.1,0.87,2.72,295.19,29.74,98963.86,88.17,0.13,-0.28,0.86,-58.41,-5.24,-15.98,71.25,-40.64,68.91,31.47
255732,0.01,0.01,0.95,2.72,294.84,29.74,98967.94,88.17,0.04,-0.14,0.95,-6.77,8.35,2.8,60.56,-33.47,72.35,31.47
256732,-0.02,0.04,0.95,2.72,294.81,29.75,98968.27,88.16,-0.01,-0.1,0.96,11.71,-7.44,2.2,59.38,-34.66,73.5,31.47
257732,0.01,0.01,0.99,2.72,295.11,29.76,98964.78,88.16,0.05,-0.13,1.03,-3.6,1.28,-2.38,60.56,-34.66,73.5,31.47
258732,-0.01,0.04,0.96,2.72,294.81,29.76,98968.28,88.17,0.01,-0.1,0.96,-1.89,-4.15,-9.7,61.75,-33.47,74.65,31.47
259732,-0.02,-0.04,0.94,2.72,294.99,29.78,98966.17,88.16,0,-0.19,0.94,-1.95,-13.78,0.06,65.31,-38.25,71.2,31.47
260732,0.02,0.02,0.95,2.72,294.95,29.78,98966.66,88.17,0.06,-0.13,0.96,-3.72,12.62,-3.6,61.75,-39.45,70.05,31.47
261732,0.01,-0.01,0.94,2.72,294.9,29.79,98967.27,88.19,0.04,-0.15,0.96,-7.38,3.72,6.22,59.38,-37.05,70.05,31.47
262732,-0.01,0.01,0.94,2.72,294.96,29.79,98966.5,88.13,0.02,-0.14,0.95,7.01,7.74,1.65,64.12,-35.86,72.35,31.47
263732,-0.24,-0.07,0.89,2.72,294.94,29.8,98966.8,88.13,-0.22,-0.23,0.94,-7.26,13.05,-7.99,68.87,-19.12,73.5,31.47
264732,-0.19,0.01,0.87,2.72,294.94,29.8,98966.8,88.16,-0.18,-0.14,0.89,19.63,-8.72,-7.26,60.56,-20.32,76.95,31.47
265733,-0.13,0.14,0.94,2.72,294.93,29.82,98966.89,88.1,-0.1,0.01,0.94,5.37,0.18,-8.54,52.25,-21.52,73.5,31.47
266732,-0.08,0.11,0.99,2.72,294.68,29.83,98969.84,88.13,-0.06,-0.01,0.98,-4.63,9.09,3.29,52.25,-27.49,73.5,31.47
267732,-0.13,0.11,0.98,2.72,294.79,29.86,98968.55,88.09,-0.11,-0.01,0.97,2.38,-0.18,-0.24,53.44,-25.1,73.5,31.47
268732,-0.13,0.11,0.96,2.72,294.53,29.89,98971.55,88.09,-0.12,-0.01,0.97,1.71,-0.61,-0.49,53.44,-23.91,74.65,31.47
269732,-0.11,0.14,0.98,2.72,294.81,29.9,98968.3,88.09,-0.09,0.02,0.98,-4.02,5.3,-4.88,48.69,-28.69,72.35,31.47
270733,-0.13,0.11,0.95,2.72,295.25,29.91,98963.08,88.09,-0.12,-0.01,0.96,-2.99,2.68,3.11,53.44,-27.49,76.95,31.47
271732,-0.15,0.1,0.95,2.72,295.43,29.93,98960.97,88.1,-0.12,-0.03,0.95,-1.95,4.51,1.83,53.44,-23.91,75.8,31.47
272733,-0.11,0.1,0.99,2.72,293.34,29.95,98985.66,88.09,-0.09,-0.02,1,-4.21,14.51,-5.73,52.25,-25.1,75.8,31.47
273732,-0.13,0.11,0.96,2.72,294.9,29.96,98967.25,88.1,-0.12,-0.01,0.98,3.23,3.96,1.04,55.81,-25.1,74.65,31.51
274733,-0.15,0.17,0.98,2.72,295.1,29.98,98964.89,88.09,-0.12,0.04,0.98,-4.82,-0.3,-4.63,49.88,-26.3,72.35,31.51
275733,-0.08,0.14,1.01,2.72,294.98,29.99,98966.35,88.1,-0.06,0.03,1,-4.27,-3.48,-0.85,46.31,-28.69,72.35,31.51
276732,-0.05,0.14,0.85,2.72,295.36,30.01,98961.74,88.1,-0.04,0.05,0.87,28.05,11.1,-16.16,49.88,-21.52,73.5,31.47
277733,0.07,0.01,0.88,2.72,294.51,30.08,98971.91,88.12,0.1,-0.13,0.92,13.29,17.13,14.45,54.63,-41.84,71.2,31.47
278732,0.27,0.18,0.94,2.72,295.28,30.06,98962.76,88.09,0.29,0.09,0.92,-1.28,11.71,0.18,43.94,-58.57,62.02,31.47
279733,0.21,0.13,0.94,2.72,295.65,30.05,98958.4,88.12,0.23,0.01,0.94,8.84,6.77,2.93,47.5,-54.98,64.31,31.47
280732,0.14,0.09,0.99,2.72,295.37,30.05,98961.71,88.08,0.17,-0.02,1,-3.35,10.67,-2.26,47.5,-45.42,68.91,31.43
281733,0.08,0.09,0.96,2.73,295.17,30.07,98964.1,88.12,0.11,-0.04,0.97,-2.74,0,-2.56,52.25,-41.84,70.05,31.47
282733,0.11,0.08,0.92,2.73,294.82,30.09,98968.13,88.09,0.14,-0.06,0.92,10.67,10.12,2.56,48.69,-43.03,71.2,31.47
283732,0.05,0.11,0.96,2.73,295.16,30.09,98964.13,88.09,0.07,0,0.98,-0.24,0.55,0.24,52.25,-41.84,70.05,31.47
284733,0.08,0.13,0.99,2.73,294.53,30.1,98971.61,88.12,0.11,0.01,0.98,-1.59,-3.23,-0.85,43.94,-40.64,71.2,31.47
285732,0.1,0.11,0.99,2.73,295.08,30.12,98965.11,88.12,0.12,0,0.99,-6.04,3.17,-2.93,48.69,-41.84,71.2,31.43
286733,0.02,0.1,0.95,2.73,293.66,30.16,98981.86,88.09,0.05,-0.02,0.95,2.32,-0.55,1.1,47.5,-38.25,73.5,31.47
287733,0.02,0.14,0.98,2.73,293.38,30.23,98985.18,88.1,0.05,0.03,0.98,-1.4,-1.04,1.04,45.13,-37.05,72.35,31.47
288733,0.02,0.11,0.99,2.73,293.33,30.29,98985.81,88.09,0.05,0,0.99,0.79,0.67,-0.3,47.5,-38.25,70.05,31.47
289733,0.01,0.14,0.96,2.73,293.56,30.32,98983.05,88.08,0.03,0.02,0.97,-2.2,2.68,-0.73,47.5,-37.05,72.35,31.47
290733,-0.01,0.14,0.98,2.73,293.46,30.35,98984.2,88.12,0.02,0.02,0.98,-2.38,1.28,1.34,45.13,-37.05,72.35,31.47
291733,0.01,0.14,0.99,2.73,293.91,30.37,98978.91,88.12,0.03,0.02,1.01,-3.35,5.43,-1.71,42.75,-34.66,70.05,31.47
292733,0.01,0.13,0.96,2.73,293.46,30.4,98984.25,88.12,0.03,0.01,0.97,-4.76,6.1,7.99,47.5,-34.66,74.65,31.47
293733,-0.01,0.14,0.99,2.73,294.38,30.43,98973.44,88.12,0.01,0.01,0.99,-10.12,-18.41,-4.7,51.06,-34.66,73.5,31.47
294733,0.13,0.04,0.99,2.73,294.95,30.4,98966.69,88.09,0.16,-0.07,1,13.84,17.87,4.45,52.25,-45.42,68.91,31.47
295733,0.07,0.11,0.95,2.73,294.82,30.37,98968.11,88.1,0.09,-0.02,0.96,-8.48,1.89,-2.2,53.44,-40.64,70.05,31.47
296733,-0.05,0.17,1.01,2.73,294.81,30.38,98968.29,88.09,-0.04,0.03,1.01,-5.98,14.15,1.52,48.69,-25.1,73.5,31.51
297734,-0.01,0.13,0.85,2.73,295.12,30.41,98964.68,88.08,0.02,-0.01,0.85,14.51,-8.29,-1.28,61.75,-34.66,70.05,31.51
298733,0.04,0.14,0.94,2.73,294.78,30.39,98968.61,88.1,0.06,0.03,0.94,4.88,8.11,-4.21,45.13,-37.05,70.05,31.47
299734,0.02,0.17,0.96,2.73,294.63,30.41,98970.36,88.08,0.03,0.05,0.96,-9.57,2.44,-0.12,42.75,-35.86,71.2,31.47
300733,-0.01,0.27,0.96,2.73,294.47,30.43,98972.32,88.08,0.01,0.17,0.96,-2.62,2.44,1.71,38,-34.66,72.35,31.47
301733,0.05,0.13,1.09,2.73,294.66,30.45,98970.11,88.1,0.07,0.02,1.04,3.05,20.98,-14.09,43.94,-38.25,70.05,31.47
302734,0.14,0.13,1.23,2.73,292.93,30.51,98990.55,88.09,0.04,0.11,1.4,-236.1,-310.43,6.77,45.13,-37.05,70.05,31.47
303733,1.18,0.05,-0.19,2.73,293.21,30.48,98987.22,88.08,0.73,-0.33,-0.18,-71.1,640.37,309.7,87.87,-77.7,35.6,31.47
304734,2.69,-0.52,2.65,2.73,299.07,30.48,98917.99,88.05,2.47,-0.24,2.68,653.54,-360.24,374.76,137.75,-9.56,24.12,31.47
305733,0.24,-0.22,1.19,2.73,301.78,30.46,98885.96,88.05,0.27,-0.39,1.19,25.79,-61.28,69.09,105.69,-74.11,29.86,31.43
306734,0.3,-0.26,0.45,2.73,306.95,30.45,98825.07,88.03,0.32,-0.5,0.45,20.98,-15.37,70.98,138.94,-35.86,6.89,31.43
307734,0.33,0,1.15,2.73,309.05,30.45,98800.21,88.02,0.31,-0.18,1.17,65.06,-136.77,152.74,70.06,2.39,74.65,31.43
308733,0.51,-0.39,0.74,2.73,313.75,30.45,98744.81,87.99,0.53,-0.64,0.82,49.7,-102.07,186.16,130.63,-43.03,31.01,31.39
309734,0.24,-0.16,0.84,2.73,318.02,30.46,98694.47,87.99,0.28,-0.36,0.87,14.45,-18.05,13.11,59.38,-45.42,70.05,31.39
310733,0.4,-0.43,0.61,2.73,321.35,30.46,98655.28,87.96,0.45,-0.68,0.62,28.96,-0.73,65,99.75,-68.13,43.64,31.36
311734,0.25,-0.27,0.87,2.73,325.08,30.46,98611.32,87.92,0.28,-0.49,0.89,21.95,14.51,1.77,104.5,-53.79,53.98,31.36
312733,0.27,-0.3,0.66,2.73,330.1,30.46,98552.25,87.88,0.3,-0.5,0.69,18.05,-73.84,90.24,104.5,-65.74,43.64,31.32
313734,0.28,-0.35,0.71,2.73,334.49,30.45,98500.63,87.88,0.33,-0.55,0.76,18.66,-41.4,64.88,137.75,-21.52,25.27,31.32
314734,0.28,-0.36,0.77,2.73,338.45,30.45,98455.74,87.84,0.32,-0.59,0.82,29.63,-55.18,44.09,99.75,5.98,64.31,31.28
315734,0.25,-0.37,0.7,2.73,342.68,30.45,98404.2,87.84,0.29,-0.59,0.76,-12.44,24.57,-31.71,92.62,-2.39,71.2,31.28
316734,0.28,-0.36,0.68,2.73,347.72,30.45,98345,87.82,0.33,-0.59,0.73,-35.18,50.37,-78.17,119.94,-8.37,51.68,31.28
317733,0.36,-0.31,0.71,2.73,352.38,30.45,98290.25,87.78,0.37,-0.54,0.75,-52.99,108.41,-148.72,124.69,-41.84,41.34,31.24
318734,0.28,-0.36,0.68,2.73,356.54,30.45,98241.38,87.78,0.33,-0.6,0.73,-19.09,19.57,-40.79,87.87,-51.4,60.87,31.24
319734,0.31,-0.36,0.75,2.73,361.91,30.45,98178.36,87.73,0.35,-0.56,0.78,-24.09,54.33,-66.89,81.94,-16.73,74.65,31.2
320734,0.33,-0.36,0.71,2.73,367.18,30.45,98116.64,87.74,0.36,-0.6,0.75,-32.8,76.28,-98.23,116.37,-5.98,56.27,31.2
321734,0.31,-0.31,0.73,2.73,372.53,30.45,98053.89,87.73,0.35,-0.53,0.77,-46.83,75.61,-102.99,117.56,-51.4,42.49,31.16
322734,0.36,-0.3,0.77,2.73,377.25,30.45,97998.49,87.7,0.38,-0.51,0.79,-42.8,96.52,-124.88,79.56,-32.27,73.5,31.12
323734,0.27,-0.32,0.73,2.73,382.03,30.44,97942.53,87.67,0.31,-0.55,0.75,-20.91,35.67,-48.11,123.5,-1.2,49.38,31.12
324734,0.28,-0.36,0.75,2.73,386.81,30.44,97886.63,87.68,0.32,-0.58,0.8,0.43,-25.06,26.83,128.25,-13.15,43.64,31.08
325734,0.3,-0.32,0.73,2.73,392,30.43,97825.89,87.7,0.33,-0.55,0.75,17.01,-48.78,66.46,115.19,-1.2,55.13,31.08
326734,0.27,-0.4,0.68,2.73,396.57,30.44,97772.38,87.7,0.3,-0.61,0.74,17.01,-33.41,43.72,105.69,3.59,63.16,31.08
327734,0.25,-0.37,0.71,2.73,401.98,30.44,97709.1,87.67,0.31,-0.6,0.75,3.23,-25.55,26.52,80.75,-50.2,63.16,31.05
328734,0.25,-0.31,0.75,2.73,406.64,30.44,97654.67,87.64,0.3,-0.53,0.79,-18.05,20.55,-34.39,85.5,-58.57,56.27,31.01
329734,0.3,-0.34,0.74,2.73,410.43,30.44,97610.4,87.64,0.33,-0.54,0.79,-19.82,53.11,-65.73,80.75,-7.17,74.65,31.01
330734,0.28,-0.39,0.67,2.73,415.32,30.44,97553.32,87.67,0.33,-0.61,0.72,-7.99,3.9,-7.01,117.56,-1.2,52.83,30.97
331735,0.28,-0.43,0.61,2.73,420.3,30.43,97495.17,87.63,0.33,-0.66,0.66,-4.88,7.56,-18.84,128.25,-17.93,39.05,30.97
332734,0.28,-0.32,0.7,2.73,425.24,30.43,97437.61,87.62,0.32,-0.55,0.73,1.4,-3.29,2.13,122.31,-23.91,45.94,30.93
333734,0.31,-0.31,0.71,2.73,430.55,30.43,97375.63,87.6,0.35,-0.53,0.74,-21.65,37.87,-40.12,122.31,-34.66,41.34,30.93
334735,0.31,-0.36,0.7,2.73,435.46,30.43,97318.46,87.63,0.37,-0.59,0.74,-10.18,16.83,-11.34,128.25,-33.47,35.6,30.89
335734,0.31,-0.32,0.75,2.73,439.83,30.43,97267.5,87.63,0.37,-0.54,0.78,-18.11,33.35,-23.96,128.25,-34.66,35.6,30.89
336735,0.3,-0.4,0.66,2.73,444.55,30.43,97212.55,87.62,0.35,-0.64,0.71,10.55,-28.6,36.22,134.19,-27.49,28.71,30.85
337734,0.28,-0.37,0.73,2.73,449.23,30.42,97158.16,87.63,0.32,-0.61,0.78,19.57,-38.11,42.5,119.94,0,51.68,30.85
338735,0.25,-0.36,0.71,2.73,454.35,30.43,97098.55,87.63,0.31,-0.6,0.76,-8.78,29.94,-29.45,110.44,-4.78,62.02,30.81
339735,0.27,-0.37,0.68,2.73,460.79,30.42,97023.67,87.63,0.31,-0.6,0.74,-17.26,30.43,-40.3,128.25,-11.95,45.94,30.78
340734,0.28,-0.34,0.7,2.73,466.01,30.42,96963.03,87.59,0.33,-0.56,0.75,-15.73,45.49,-47.8,118.75,-46.62,37.9,30.78
341735,0.3,-0.35,0.73,2.73,471.79,30.42,96895.86,87.6,0.33,-0.55,0.79,-36.77,47.56,-63.96,110.44,-63.35,40.2,30.74
342734,0.25,-0.25,0.8,2.73,477.96,30.42,96824.28,87.63,0.3,-0.46,0.84,-26.16,36.1,-41.95,85.5,-63.35,53.98,30.7
343735,0.31,-0.3,0.77,2.73,484.05,30.42,96753.71,87.59,0.35,-0.49,0.81,-44.27,62.2,-86.65,78.37,-20.32,71.2,30.7
344734,0.36,-0.3,0.75,2.73,489.91,30.41,96685.71,87.62,0.36,-0.49,0.81,-62.74,108.96,-156.1,119.94,-25.1,48.23,30.66
345735,0.28,-0.35,0.73,2.73,495.62,30.41,96623.92,87.57,0.32,-0.55,0.79,-25.49,55.18,-74.27,99.75,-57.38,53.98,30.62
346735,0.3,-0.28,0.78,2.73,502.11,30.4,96544.39,87.6,0.33,-0.52,0.8,-21.71,19.7,-36.16,92.62,-64.55,49.38,30.62
347735,0.27,-0.36,0.75,2.73,507.84,30.41,96478.11,87.6,0.31,-0.58,0.82,-6.46,-2.01,-10.24,76,-51.4,64.31,30.58
348735,0.27,-0.35,0.75,2.73,514.05,30.41,96406.34,87.63,0.32,-0.58,0.81,-7.8,-8.78,4.39,78.37,-56.18,62.02,30.58
349735,0.31,-0.34,0.71,2.73,520.67,30.41,96329.85,87.6,0.35,-0.58,0.73,-23.72,46.59,-47.99,79.56,-59.77,58.57,30.54
350735,0.3,-0.36,0.66,2.73,527.08,30.4,96255.8,87.59,0.33,-0.57,0.71,-45.67,88.48,-101.59,95,-5.98,68.91,30.5
